Prandtl Centre
     0.998390    0.015950
     0.993310    0.015744
     0.986640    0.015800
     0.977293    0.015981
     0.965643    0.016378
     0.952150    0.017100
     0.936963    0.018302
     0.919017    0.020325
     0.896960    0.023550
     0.870589    0.028090
     0.823870    0.036900
     0.804380    0.040730
     0.721140    0.056680
     0.691340    0.062180
     0.660720    0.067680
     0.629410    0.073120
     0.597550    0.078400
     0.565260    0.083410
     0.532700    0.088000
     0.500000    0.092010
     0.467300    0.095300
     0.434740    0.097770
     0.402450    0.099360
     0.370590    0.100000
     0.339280    0.099710
     0.308660    0.098460
     0.278860    0.096320
     0.250000    0.093390
     0.222210    0.089780
     0.195620    0.085530
     0.170330    0.080720
     0.146450    0.075390
     0.131362    0.071596
     0.124080    0.069630
     0.116976    0.067616
     0.110054    0.065555
     0.103320    0.063450
     0.096777    0.061303
     0.090426    0.059120
     0.084270    0.056910
     0.078311    0.054679
     0.072548    0.052431
     0.066990    0.050170
     0.061637    0.047893
     0.056492    0.045573
     0.051560    0.043180
     0.046844    0.040700
     0.038060    0.035750
     0.030149    0.031178
     0.026530    0.028970
     0.023139    0.026742
     0.019975    0.024440
     0.017040    0.022010
     0.014333    0.019428
     0.011855    0.016794
     0.009610    0.014240
     0.007599    0.011877
     0.005822    0.009739
     0.004280    0.007840
     0.002973    0.006187
     0.001903    0.004759
     0.001070    0.003530
     0.000475    0.002443
     0.000119    0.001332
     0.000000    0.000000
     0.000119   -0.001670
     0.000475   -0.003492
     0.001070   -0.005200
     0.001903   -0.006597
     0.002973   -0.007757
     0.004280   -0.008820
     0.005822   -0.009899
     0.007599   -0.010987
     0.009610   -0.012050
     0.011855   -0.013063
     0.014333   -0.014044
     0.017040   -0.015020
     0.019975   -0.016013
     0.023139   -0.017012
     0.026530   -0.018000
     0.030149   -0.018956
     0.033995   -0.019843
     0.038060   -0.020620
     0.042343   -0.021265
     0.051560   -0.022370
     0.061637   -0.023523
     0.066990   -0.024060
     0.072548   -0.024521
     0.084270   -0.025240
     0.103320   -0.025980
     0.124080   -0.026420
     0.146450   -0.026530
     0.170330   -0.026310
     0.195620   -0.025840
     0.222210   -0.025120
     0.250000   -0.024190
     0.278860   -0.023080
     0.308660   -0.021840
     0.402450   -0.017540
     0.467300   -0.014510
     0.500000   -0.013010
     0.532700   -0.011560
     0.597550   -0.008850
     0.629410   -0.007610
     0.660720   -0.006460
     0.691340   -0.005420
     0.721140   -0.004480
     0.750000   -0.003640
     0.777790   -0.002910
     0.804380   -0.002270
     0.810080   -0.002332
     0.820050   -0.001940
     0.840778   -0.000928
     0.868041    0.000622
     0.895530    0.002550
     0.918274    0.004698
     0.951840    0.009080
     0.986620    0.014110
     0.998390    0.015950
